country,variety,points,price,title,taster_name,description,year
US,Syrah,86,25,Maryhill 2009 Proprietor's Reserve Syrah (Columbia Valley (WA)),Paul Gregutt,"Forward and pleasant, with a balanced attack of berry and peppery herb, this saw 20 months in one-fifth new French oak. The resulting toasty, lightly-chocolaty finish is pleasing, though it tends to override the subtle fruit. Drink soon.",2009
Austria,Rotgipfler,91,20,Johanneshof Reinisch 2015 Rotgipfler (Thermenregion),Anne Krebiehl MW,"Gentle notes of red apples play above a balanced, concentrated but sprightly palate: zesty acidity brightens everything and counters the textured weight. Despite being rich, this is very appetizing and makes you long for more.",2015
Spain,Syrah,90,30,Marqués de la Concordia 2014 Hacienda Zorita Natural Reserve Unamuno Vineyard Syrah (Vino de la Tierra de Castilla y León),Michael Schachner,"Dark, heady berry aromas are intense and oaky, with a cured-meat note of beef jerky. A deep, layered palate is savory and meaty in flavors, with light herbal notes embedded into berry and plum fruit. A spicy, peppery, lightly charred finish is the final chapter. Drink through 2019.",2014
South Africa,Rhône-style Red Blend,92,45,A.A. Badenhorst Family Wines 2009 Red (Swartland),Lauren Buzzeo,"This blend of 66% Shiraz, 16% Mourvèdre, 14% Grenache and 4% Cinsault is pure and balanced, with an immediately perceptable core of brambly berry that's accented by notes of white pepper, charred cedar, forest floor and cocoa nib. The medium-weight palate is fleshy yet firm, with spiced-fruit flavors and structured tannins. It's certainly drinkable now, but this will continue to mature and evolve nicely through 2018.",2009
US,Zinfandel,90,35,August Briggs 2012 Old Vines Zinfandel (Calistoga),Virginie Boone,"Faint aromatics hide an effusiveness on the palate of thick, dense blackberry jam and brown sugar, the ripe power of the wine kept in check by a balance of acidity. Fuller bodied in style, it remains dry and vibrant on the finish.",2012
France,Champagne Blend,95,195,Bruno Paillard 2003 N.P.U. Nec Plus Ultra Extra Brut  (Champagne),Roger Voss,"One of the relative handful of vintage Champagnes from the hot 2003 growing season, this wine is rich while also well structured. After 13 years, it is showing touches of toast and its color has deepened to light gold. Generous while also in the dry style of the producer, this great wine is ready to drink now.",2003
Israel,Pinot Noir,84,12,Barkan 2010 Classic Pinot Noir (Negev),Lauren Buzzeo,"Easy-drinking and straightforward, this approachable Pinot offers bright notes of red cherry, blueberry and strawberry framed by dusty tannins and a softly herbal finish.",2010
Germany,Riesling,92,55,Dr. Hermann 2012 Ürziger Würzgarten Auslese Riesling (Mosel),Anna Lee C. Iijima,"Fresh orange peels lend a zesty vibe to summer melon and peach flavors in this decadent, sun-kissed Riesling. It's so delicate in texture, it's as if gossamer layers of acid and sweetness could dance on the palate, but the finish lingers long with a streak of honey, wax and lanolin. Delicious now, but it's components should meld gorgeously from 2017 and on.",2012
Italy,Greco,88,24,Mastroberardino 2006 Nova Serra  (Greco di Tufo),NA,The nose here is truly beautiful and reminiscent of exotic fruit and delicate spring flowers. This is a nicely made wine with balanced aromas and a full but compact feel in the mouth that is crisp and approachable.,2006
US,Syrah,85,27,Baldassari Family Wines 2007 Nolan Vineyards Syrah (Bennett Valley),NA,"Soft, sweet in jammy raspberry and cherry fruit and caramelized oak, this Syrah is somewhat simple. It's good, but would benefit from greater structure.",2007
France,Riesling,90,26,Domaine Rieflé-Landmann 2012 Seppi Landmann Vallée Noble Riesling (Alsace),Roger Voss,"Produced in the Vallée Noble sub-region in Soultzmatt, this is ripe and powerfully rich. It is strongly perfumed, full of white fruit and very floral in character. A thread of minerality runs through this still-young wine giving structure. Drink from 2017.",2012
Italy,Garganega,84,12,Dal Cero Tenuta di Corte Giacobbe 2011 Corte Giacobbe  (Soave),NA,"Here's an easy and fresh white wine to drink with bruschetta or informal finger foods. The wine is crisp and light with endnotes of white peach, citrus and pear.",2011
France,Rhône-style White Blend,85,15,Louis Bernard 2014 White (Côtes du Rhône),Joe Czerwinski,"This medium-bodied white blend is simple, fruity and fresh, dominated by aromas and flavors of pear, pineapple and melon.",2014
Argentina,Pinot Gris,87,15,Domaine Bousquet 2015 Reserve Pinot Gris (Tupungato),Michael Schachner,"Despite looking gold and mature, this PG exceeds expectations courtesy of waxy, baked-apple aromas and a full but balanced mouthfeel. Spiced apple, apricot and burnt orange flavors finish long due to core acidity. Drink immediately.",2015
US,White Blend,92,25,DeLille 2000 Chaleur Estate White (Columbia Valley (WA)),Paul Gregutt,"In this new vintage there is a bit more Sauvignon Blanc (69%) than usual; the rest is Sémillon. Rich, oaky and expansive, it is an oak and texture-driven style, with the fruit—clean, slightly herbaceous, spicy and tart—playing second fiddle. Which is no criticism, because the delicious, over-the-top flavors, with layer upon layer of creamy complexity, and the rich, buttery finish just beg for lobster in a cream or butter sauce. Who can argue with that? Editors' Choice.",2000
Italy,Sangiovese Grosso,92,NA,Podere La Vigna 2004 Riserva  (Brunello di Montalcino),NA,"Here's a dark and brooding Brunello Riserva with modern tones of succulent fruit backed by sophisticated notes of spice, toast, chocolate and cola. This is definitely a bigger style with a bold and determined approach that also offers elegance and harmony.",2004
Chile,Pinot Noir,86,13,Quintay 2008 Clava Pinot Noir (Casablanca Valley),Michael Schachner,"Spunky and sweet smelling, with a touch of stemmy pepper to the nose. The palate is narrow but fruity, with your standard allotment of zesty red fruit flavors along with mellow spice. Finishes short, with drying tannins. Good but lacks nuance and sophistication.",2008
Australia,Shiraz,88,15,Petaluma 1999 Bridgewater Mill Shiraz (Australia),Joe Czerwinski,"Unlike many an Australian Shiraz, this one sees only French oak barrels for aging. The result is a dense, blueberry-filled wine, supported by hints of toast and espresso. It's full-bodied but not tiring to drink, thanks to an enlivening burst of black pepper on the finish. Best Buy. —J.C.",1999
Italy,Rosato,84,13,Santi 2016 Infinito  (Bardolino Chiaretto),Kerin O’Keefe,"Aromas of orange blossom and wild berry lead the way. The bright simple palate is on the slender side, offering suggestions of strawberry and cherry alongside vibrant acidity.",2016
US,Sauvignon Blanc,88,30,Westerly 2014 Sauvignon Blanc (Happy Canyon of Santa Barbara),Matt Kettmann,"Light notes of cut lemongrass and squeezed lemon show on the nose of this wine by former Harlan Estates cellar master Adam Henkel. Lime juice, wet cement and apple peels combine for a standard and straightforward flavor profile, which is clean, tight and packs a good acidic sizzle.",2014
France,Pinot Noir,92,NA,Domaine Delaporte 2014 Maxime Cuvée Silex  (Sancerre),Roger Voss,"While the wine is very young, the potential is there. It has rich tannins and berry fruits that are packed with youthful acidity. The structure and the depth of flavor are there with a hint of the juicy fruits as well as the minerality that are both developing. Drink from 2018.",2014
US,Merlot,84,38,Hunt Cellars 2004 Unforgettable Merlot (Paso Robles),NA,"Tastes candy sweet and hot, with Lifesaver cherry and black raspberry flavors. Drink now.",2004
US,Fumé Blanc,93,75,Robert Mondavi 2009 To Kalon Vineyard I-Block Fumé Blanc (Oakville),NA,"Another fabulous I Block from Mondavi. Exceptionally ripe in grapefruit, lime and gooseberry fruit, it shows the minerality of this vineyard that gives the wine grip and grounding. Bone-dry, with crisp supportive acidity and just the right amount of oak, it's wonderful now. This is not a wine to age, but will hold over the next four years.",2009
Italy,Red Blend,86,40,Il Cavalierino 2011  Vino Nobile di Montepulciano,Kerin O’Keefe,"Dense and one-dimensional, this opens with faint aromas of raisin, leather and a whiff of spice. The evolved palate offers stewed plum, a green note of unripe cherry, powdered sage and a hint of licorice. Raspy tannins create an abrupt, astringent finish.",2011
France,Chardonnay,86,NA,Pierre André 2010 Réserve  (Bourgogne),Roger Voss,"Soft and rounded, this has an attractive fresh-fruit character. It's warm with a yellow fruit flavor; a crisp touch of grapefruit tempers the richness.",2010
Italy,Nebbiolo,96,72,Proprietà Sperino 2011  Lessona,Kerin O’Keefe,"Tilled earth, underbrush, rose petal, perfumed berry, aromatic herb and a balsamic note are some of the many alluring scents you'll find on this gorgeous red. The juicy palate is both earthy and loaded with finesse, doling out ripe dark cherry, raspberry, pipe tobacco, licorice and energizing mineral. Firm, polished tannins provide structure. It's already almost accessible but will continue to evolve and age beautifully. Drink from 2019 through 2029.",2011
US,Pinot Noir,85,22,Anne Amie 2011 Cuvée A Pinot Noir (Willamette Valley),Paul Gregutt,"This is a light, simple wine, mixing tart cranberry fruit with streaks of leaf and stem. The rather low alcohol and overall lightness makes it a good summer quaffing red.",2011
Italy,White Blend,90,30,Tasca d'Almerita 2007 Diamante 500ml White (Sicilia),NA,"Made with a blend of diverse aromatic grapes from Sicily and beyond, this golden Passito is redolent of candied orange, dried apricot, honey, almond marzipan and loads of sweet, raw honey. The wine is dense and creamy and extremely sweet tasting on the finish.",2007
US,Merlot,86,18,Comtesse Thérèse 2005 First Harvest Merlot (North Fork of Long Island),Anna Lee C. Iijima,"After the scent of char blows off a bit, this first harvest Merlot opens sweetly to aromas of vanilla, cinnamon spice and plush, red plums. There's a hint of green stalks and leaves detectable on the palate amidst underripe black cherry and plum flavors, but bright acidity gives this wine a fresh character and the spiced plum finish is pleasant.",2005
New Zealand,Chardonnay,84,17,Chancellor Estates 2000 Mt. Cass Road Chardonnay (Waipara),Joe Czerwinski,"A heavier style, seeming almost slightly oxidized in its ripe apple and honey flavors. Picks up some interesting mineral and sage notes along the way to a long, spicy finish.",2000
US,Chardonnay,86,60,Patland 2011 Chardonnay (Napa Valley),NA,"Dry and oaky, this Chardonnay offers herb-inflected pineapple and pear flavors.",2011
Italy,Arneis,84,27,Cornarea 2007  Roero Arneis,NA,"Bracing notes of quince are the opening act for this fragrant, light-bodied quaffer. There's well-defined acidity in the mouth and zesty flavors of lime and grapefruit on the finish. A good choice for salty hors d'oeuvres.",2007
France,Red Blend,87,NA,Château d'Estoublon 2009 Red (Les Baux de Provence),Roger Voss,"This is a juicy, fruity wine that balances concentrated red-fruit flavors with elegant herbal notes and a delicately acidic structure. The finish is fresh and crisp. Drink from 2014.",2009
US,Rhône-style Red Blend,88,34,Bunnell 2008 Lia Red (Columbia Valley (WA)),Paul Gregutt,"Mourvèdre dominates the 2008 Lia, with Grenache, Counoise and Syrah filling in the rest. Fragrant and plummy, it's a mouth-filling Rhône-style blend, with smooth, lightly chocolaty tannins.",2008
US,Zinfandel,84,28,Columbia Winery 2005 Zinfandel (Horse Heaven Hills),Paul Gregutt,"This hits 15.5% alcohol—amazingly high for a Columbia wine. The tart red fruit is offset with sweet grain and dried herbs, almost like an old vine Zin from northern California. Somehow the herbs overmatch the berry flavors, which seem a bit on the light side, despite the high alcohol. Young vines?",2005
US,Zinfandel,85,18,Sierra Starr 2009 Old Clone Zinfandel (Nevada County),Virginie Boone,"Tight, savory and austere, this mountain-grown Zin needs time to show its very peppery nature and sly red fruit, but will pair expertly with pizza or other pasta.",2009
Italy,Nascetta,87,NA,Serra dei Fiori 2015 La Regina Nascetta (Langhe),Kerin O’Keefe,"Made entirely with native grape Nascetta, this opens with aromas of white spring flower and a whiff of hay. The straightforward, rather lean palate offers tropical fruit, lemon zest and a hint of toasted hazelnut alongside refreshing acidity.",2015
US,White Blend,85,13,Waterbrook 2015 Melange Founder's White Blend White (Columbia Valley (WA)),Sean P. Sullivan,"Vibrant aromas of pineapple, flowers, peach and lychee lead to an palate that leans sweeter than off dry. Stone-fruit flavors linger on the finish.",2015
